UID,Input to test,Input to Entity Uder Test,Output,Message Under test,Test Name,Description,Entity under test,Requirement,Requirement Source,Profile,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Note,Comments
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response is base64url decoded and once obtained the decrypted Payload, the the iat parameter is checked. It must be a timestamp","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response is base64url decoded and once obtained the decrypted Payload, the the iat parameter is checked. It must be a timestamp","Compliant if the iat parameter is a timestamp, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain a correct iat parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response is base64url decoded and once obtained the decrypted Payload, the the iat parameter is checked. It must be a timestamp",SA,The iat parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked","Compliant if the iss parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain the iss parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked",SA,The iss parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked","Compliant if the jwks parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain the jwks parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked",SA,The jwks parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object","Compliant if the metadata_policy parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain the metadata_policy parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object",SA,The metadata_policy parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
RP-Entity Configuration response-metadata-value,"In order to check if the RP correctly verifies the signature of an OP's Entity Configuration and does not trust arbitrary OP, the latter sends as the Entity Configuration response a wrongly signed Entity Configuration and waits for the RP. After this an authentication request is sent and, if the response contains the code, the RP is not checking the authenticity of the EC",Entity Configuration response containing a wrongly-signed Entity Configuration,"Compliant if the Authentication response does not contain the code parameter, not compliant otherwise",Entity Configuration response,Does the RP check the signature in the OP Entity Configuration,"In order to check if the RP correctly verifies the signature of an OP's Entity Configuration and does not trust arbitrary OP, the latter sends as the Entity Configuration response a wrongly signed Entity Configuration and waits for the RP. After this an authentication request is sent and, if the response contains the code, the RP is not checking the authenticity of the EC",RP,"For each EC of the OPs, the RP validates the signature by using the public key obtained in the Entity Statement released by the Trust Anchor.",SPID_CIE_OIDC#Metadata-Retrieval-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_negotiation.html#relying-party,OIDC Federation,,,,
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked","Compliant if the sub parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain the sub parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked",SA,The sub parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
SA-Entity Statement response OP-metadata-value,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the trust_marks parameter is checked","Trigger In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the trust_marks parameter is checked","Compliant if the trust_marks parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the SA contain the trust_marks parameter,"In order to check if the SA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the SA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the trust_marks parameter is checked",SA,The trust_marks parameter is required in the Entity Statement released by the SA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Configuration response TA-metadata-value,"To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the constraints parameter is checked","Trigger To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the constraints parameter is checked","Compliant if the constraints parameter is present, not compliant otherwise",Entity Configuration response TA,Does the Entity configuration of the Trust Anchor contain the constraints parameter in its decoded payload,"To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the constraints parameter is checked",TA,TA's Entity Configuration must have the 'constraints' and 'trust_mark_issuers' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-trust-anchor,OIDC Federation,,,,
RP-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'","Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer', not compliant otherwise",Entity Configuration response,Does the metadata parameter contain only allowed types and only once for each,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'",RP,"Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
RP-Introspection request-metadata-value,The Introspection request made by the RP use HTTP POST,Trigger The Introspection request made by the RP use HTTP POST,"Compliant if the introspection request is sent via HTTP POST, not compliant otherwise",Introspection request,Does the Introspection Request use HTTP POST,The Introspection request made by the RP use HTTP POST,RP,The request to the Introspection Endpoint must use HTTP POST,SPID_CIE_OIDC#Introspection-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/introspection_endpoint.html#request,OIDC Core,,,,
SA-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'","Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer', not compliant otherwise",Entity Configuration response,Does the metadata parameter contain only allowed types and only once for each,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'",SA,"Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', 'trust_mark_issuer'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
OP-Token response-metadata-value,"In this test an RP makes an authentication request with scope offline_access and the parameter prompt set to consent. Once received the code, the RP tries to exchange it in the token endpoint and the response must contain a valid refresh token. Once obtained, the token must be validated with the proper validation algorithm and public key",Authentication request with scope openid offline_access and prompt contains consent,"Compliant if the refresh_token obtained in the token response is a valid JWT, not Compliant otherwise",Token response,Does the OP issue valid refresh tokens,"In this test an RP makes an authentication request with scope offline_access and the parameter prompt set to consent. Once received the code, the RP tries to exchange it in the token endpoint and the response must contain a valid refresh token. Once obtained, the token must be validated with the proper validation algorithm and public key",OP,"The Token response, if succesful, returns an ID Token, an Access Token and possibly a Refresh Token (if the authentication request has scope=offline_access and prompt=consent)",SPID_CIE_OIDC#Token-Endpoint-Response; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#response,OIDC Core,Are refresh tokens supported (HasRefreshTokens),,,
TA-Entity Configuration response TA-metadata-value,"The Federation configuration must contain, among others, the TA public keys. To check the presence of those keys, the Entity Configuration is taken from the TA's '.well-known/openid-federation' endpoint and the response is analyzed, in the returned JWT the claim 'jwks' must be present","Trigger The Federation configuration must contain, among others, the TA public keys. To check the presence of those keys, the Entity Configuration is taken from the TA's '.well-known/openid-federation' endpoint and the response is analyzed, in the returned JWT the claim 'jwks' must be present","Compliant if the TA's Entity Configuration response contains the TA's public keys, not compliant otherwise",Entity Configuration response TA,Does the Federation Configuration contain the TA public keys,"The Federation configuration must contain, among others, the TA public keys. To check the presence of those keys, the Entity Configuration is taken from the TA's '.well-known/openid-federation' endpoint and the response is analyzed, in the returned JWT the claim 'jwks' must be present",TA,"The Federation configuration contains the Trust Anchor public key for the signature operations, the maximum number of Intermediaries allowed between a Leaf and the Trust Anchor (max_path length) and the authorities who are enabled to issue the Trust Marks (trust_marks_issuers).",SPID_CIE_OIDC#Configuration-of-the-federation; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/la_federazione_delle_identita.html#configurazione-della-federazione,OIDC Federation,,,,
TA-Entity Configuration response TA-metadata-value,"To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks_issuers parameter is checked","Trigger To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks_issuers parameter is checked","Compliant if the trust_marks_issuers parameter is present, not compliant otherwise",Entity Configuration response TA,Does TA's Entity configuration contain the trust_marks_issuers parameter,"To accomplish this test, the Entity configuration of the TA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks_issuers parameter is checked",TA,TA's Entity Configuration must have the 'constraints' and 'trust_marks_issuers' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-trust-anchor,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the constraints parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the constraints parameter is checked","Compliant if the constraints parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the constraints parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the constraints parameter is checked",TA,The constraints parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the email claim in it is checked.","Trigger In this test, an issued Trust Mark must be taken, decrypted and the presence of the email claim in it is checked.","Compliant if the email claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain the email claim,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the email claim in it is checked.",TA,The issued Trust Marks must have the email claim,SPID_CIE_OIDC#Trust-Mark-composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the exp parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the exp parameter is checked","Compliant if the exp parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the exp parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the exp parameter is checked",TA,The exp parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iat parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iat parameter is checked","Compliant if the iat parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the iat parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iat parameter is checked",TA,The iat parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"The id of the trust mark must be present. So in this test, an issued Trust Mark must be taken, decrypted and the presence of the id claim in it is checked.","Trigger The id of the trust mark must be present. So in this test, an issued Trust Mark must be taken, decrypted and the presence of the id claim in it is checked.","Compliant if the id claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain the id claim,"The id of the trust mark must be present. So in this test, an issued Trust Mark must be taken, decrypted and the presence of the id claim in it is checked.",TA,The issued Trust Marks must have the id claim. The id in the trust mark is an URL with the following structure: <TA domain>/<entity_type>/<trustmark_profile>/,SPID_CIE_OIDC#Trust-Mark-Composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the id_code claim in it is checked.","Trigger In this test, an issued Trust Mark must be taken, decrypted and the presence of the id_code claim in it is checked.","Compliant if the id_code claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain id_code claim,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the id_code claim in it is checked.",TA,The issued Trust Marks must have the id_code claim,SPID_CIE_OIDC#Trust-Mark-composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked","Compliant if the iss parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statement issued by the TA contain the iss parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the iss parameter is checked",TA,The iss parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked","Compliant if the jwks parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the jwks parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the jwks parameter is checked",TA,The jwks parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object","Compliant if the metadata_policy parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the metadata_policy parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the metadata_policy parameter is checked. It must be a JSON Object",TA,The metadata_policy parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_name claim in it is checked.","Trigger In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_name claim in it is checked.","Compliant if the organization_name claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain the organization_name claim,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_name claim in it is checked.",TA,The issued Trust Marks must have the organization_name claim,SPID_CIE_OIDC#Trust-Mark-composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_type claim in it is checked.","Trigger In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_type claim in it is checked.","Compliant if the organization_type claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain the organization_type claim,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the organization_type claim in it is checked.",TA,The issued Trust Marks must have the organization_type claim,SPID_CIE_OIDC#Trust-Mark-composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the ref claim in it is checked.","Trigger In this test, an issued Trust Mark must be taken, decrypted and the presence of the ref claim in it is checked.","Compliant if the ref claim is present in the trust mark, not compliant otherwise",Entity Statement response OP,Does the Trust Mark contain the ref claim,"In this test, an issued Trust Mark must be taken, decrypted and the presence of the ref claim in it is checked.",TA,The issued Trust Marks must have the ref claim,SPID_CIE_OIDC#Trust-Mark-composition; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_marks.html#composizione-dei-trust-mark,OIDC Federation,,,,
TA-Entity Statement response RP-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the jwks parameter inside the openid_relying_party type is checked. It must contain the RP JWKS related to the OIDC Core operations","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the jwks parameter inside the openid_relying_party type is checked. It must contain the RP JWKS related to the OIDC Core operations","Compliant if the jwks parameter is present inside the openid_relying_party type of the metadata_policy, not compliant otherwise",Entity Statement response RP,Does the TA's metadata policy for an RP contain the jwks parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the jwks parameter inside the openid_relying_party type is checked. It must contain the RP JWKS related to the OIDC Core operations",TA,The jwks claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an RP,SPID_CIE_OIDC#TA-Metadata-Policy-for-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response OP-metadata-value,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked","Trigger In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked","Compliant if the sub parameter is present, not compliant otherwise",Entity Statement response OP,Does Entity Statements issued by the TA contain the sub parameter,"In order to check if the TA issues correct Entity statements, a request for an entity statement is made (HTTP GET request in the TA's fetch endpoint) and the response is analyzed. Therefore, the Entity Statement Payload contained in the response are base64url decoded, once obtained the decrypted Payload, the presence if the sub parameter is checked",TA,The sub parameter is required in the Entity Statement released by the TA,SPID_CIE_OIDC#Entity-Statements; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#id2,OIDC Federation,,,,
