V2.3,UID,Old Input tester,Input to test,Input to Entity Under Test,Output,Pattern name,Type,Message Under Test,Test Name,Description,Entity under test,Input for generated MR: message to handle,Input for generated MR: Oracle,Requirement,Requirement Source,Profile,Cases,Related to,Type MIG,Severity,Reasons  for chosen Severity,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Reference spid-cie-oidc-django unit test,Reference Test MIG for CIE Core Web,Reference IPZS Test plan document,Reference spid-oidc-check-op,Note,Has Reference,Checked,Divider,Implementation dependent,Session in spid-oidc-cie-django,"Stato del test [E= Eseguito, N= Non eseguito, ND= Non definito, ToDo= Da Eseguire]",Motivazione,Spid-cie-oidc-django result,"Versione Django Feb,21 2024 - 87467470e7c491e91d0e6bb95ada85ec6f71ca77",Test,Django v2.2
o,OP-Revocation response-BODY_client_assertion-aud-type,Revocation request,Revocation response,Revocation request without aud in client_assertion,"Compliant if the aud parameter is JSON Array of String or single String, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'aud' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'aud' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a JSON Array of String or single String",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"":""object"",""properties"":{""aud"":{""oneOf"":[{""type"":""string""},{""type"":""array"",""items"":{""type"":""string""}}]}},""required"":[""aud""]}",An RP doing a Revocation Request must insert aud in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY-client_assertion-removal,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-aud-removal,Revocation request,Revocation response to a request without aud in client_assertion,Revocation request without aud in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the aud parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the aud parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | aud |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert aud in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-aud-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-aud-change,Revocation request,Revocation response to a request with wrong aud in client_assertion,Revocation request with wrong aud in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests with a wrong aud parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) with a wrong aud parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | aud | abc | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert aud in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-aud-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-exp-presence,Revocation request,Revocation response,Revocation request without exp in client_assertion,"Compliant if the exp parameter is present, not Compliant otherwise",JWT parameter presence,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the 'exp' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'exp' parameter is checked. If it missing, than the RP is not compliant with the specifications",OP,,Revocation request | url | client_assertion | payload | exp,An RP doing a Revocation Request must insert exp in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_assertion-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-exp-type,Revocation request,Revocation response,Revocation request without exp in client_assertion,"Compliant if the exp parameter is a Number, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'exp' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'exp' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a Number.",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"": ""object"", ""properties"": {""exp"": {""type"": ""integer"", ""minimum"": 0}}, ""required"": [""exp""]}",An RP doing a Revocation Request must insert exp in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY-client_assertion-removal,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-exp-removal,Revocation request,Revocation response to a request without exp in client_assertion,Revocation request without exp in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the exp parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the exp parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | exp |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert exp in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-exp-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
o,OP-Revocation response-BODY_client_assertion-exp-change,Revocation request,Revocation response to a request with wrong exp in client_assertion,Revocation request with wrong exp in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests with a wrong exp parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) with a wrong exp parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | exp | abc | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert exp in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
o,OP-Revocation response-BODY_client_assertion-iss-presence,Revocation request,Revocation response,Revocation request without iss in client_assertion,"Compliant if the iss parameter is present, not Compliant otherwise",JWT parameter presence,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the 'iss' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'iss' parameter is checked. If it missing, than the RP is not compliant with the specifications",OP,,Revocation request | url | client_assertion | payload | iss,An RP doing a Revocation Request must insert iss in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_assertion-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-iss-type,Revocation request,Revocation response,Revocation request without iss in client_assertion,"Compliant if the iss parameter is a String, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'iss' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'iss' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a String.",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"": ""object"", ""properties"": {""iss"": {""type"": ""string""}}, ""required"":[""iss""]})",An RP doing a Revocation Request must insert iss in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY-client_assertion_type-removal,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-iss-value,Revocation request,Revocation response,Revocation request without iss in client_assertion,"Compliant if the iss parameter is a Uniquely identifies the RP, not Compliant otherwise",JWT Check-Save to JWT,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct value of 'iss' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'iss' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a Uniquely identifies the RP.",OP,Introspection request | body | (?<=client_assertion=)([^&]+) | payload | iss,Entity Configuration response RP | body | [^\r\n]* | payload | iss | saved_iss,An RP doing a Revocation Request must insert iss in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY-client_assertion_type-change,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Revocation response-BODY_client_assertion-iss-removal,Revocation request,Revocation response to a request without iss in client_assertion,Revocation request without iss in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the iss parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the iss parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | iss |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert iss in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-iss-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
x,OP-Revocation response-BODY_client_assertion-iss-change,Revocation request,Revocation response to a request with wrong iss in client_assertion,Revocation request with wrong iss in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests with a wrong iss parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) with a wrong iss parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | iss | abc | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert iss in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
o,OP-Revocation response-BODY_client_assertion-iat-presence,Revocation request,Revocation response,Revocation request without iat in client_assertion,"Compliant if the iat parameter is present, not Compliant otherwise",JWT parameter presence,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the 'iat' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'iat' parameter is checked. If it missing, than the RP is not compliant with the specifications",OP,,Revocation request | url | client_assertion | payload | iat,An RP doing a Revocation Request must insert iat in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_assertion-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-iat-type,Revocation request,Revocation response,Revocation request without iat in client_assertion,"Compliant if the iat parameter is a Number, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'iat' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'iat' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a Number.",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"": ""object"", ""properties"": {""iat"": {""type"": ""integer"", ""minimum"": 0}}, ""required"": [""iat""]}",An RP doing a Revocation Request must insert iat in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_id-value,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-iat-removal,Revocation request,Revocation response to a request without iat in client_assertion,Revocation request without iat in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the iat parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the iat parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | iat |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert iat in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-iat-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
x,OP-Revocation response-BODY_client_assertion-iat-change,Revocation request,Revocation response to a request with wrong iat in client_assertion,Revocation request with wrong iat in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests with a wrong iat parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) with a wrong iat parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | iat | abc | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert iat in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,F,P,passed,[PRIMA] Ritorna 200
o,OP-Revocation response-BODY_client_assertion-jti-presence,Revocation request,Revocation response,Revocation request without jti in client_assertion,"Compliant if the jti parameter is present, not Compliant otherwise",JWT parameter presence,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the 'jti' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'jti' parameter is checked. If it missing, than the RP is not compliant with the specifications",OP,,Revocation request | url | client_assertion | payload | jti,An RP doing a Revocation Request must insert jti in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_assertion-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-jti-type,Revocation request,Revocation response,Revocation request without jti in client_assertion,"Compliant if the jti parameter is a Number, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'jti' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'jti' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a Number.",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"": ""object"", ""properties"": {""jti"": {""type"": ""string"", ""pattern"": ""^[0-9a-f]{8}-[0-9a-f]{4}-4[0-9a-f]{3}-[89ab][0-9a-f]{3}-[0-9a-f]{12}$""}}, ""required"": [""jti""]}",An RP doing a Revocation Request must insert jti in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-token-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Revocation response-BODY_client_assertion-jti-removal,Revocation request,Revocation response to a request without jti in client_assertion,Revocation request without jti in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the jti parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the jti parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | jti |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert jti in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-jti-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,Problema implementazione,F,F,failed,[SAME] Ritorna 200
o,OP-Revocation response-BODY_client_assertion-sub-presence,Revocation request,Revocation response,Revocation request without sub in client_assertion,"Compliant if the sub parameter is present, not Compliant otherwise",JWT parameter presence,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the 'sub' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'sub' parameter is checked. If it missing, than the RP is not compliant with the specifications",OP,,Revocation request | url | client_assertion | payload | sub,An RP doing a Revocation Request must insert sub in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,RP-Revocation request-BODY-client_assertion-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-sub-type,Revocation request,Revocation response,Revocation request without sub in client_assertion,"Compliant if the sub parameter is a String, not Compliant otherwise",JWT parameter type,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct type of 'sub' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'sub' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a String.",OP,,"Revocation request | body | (?<=client_assertion=)([^&]+) | payload |  | {""type"": ""object"", ""properties"": {""sub"": {""type"": ""string""}}, ""required"":[""sub""]})",An RP doing a Revocation Request must insert sub in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-aud-type,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
o,OP-Revocation response-BODY_client_assertion-sub-value,Revocation request,Revocation response,Revocation request without sub in client_assertion,"Compliant if the sub parameter is a Uniquely identifies the RP, not Compliant otherwise",JWT Check-Save to JWT,Correct Input,Revocation response,Does the Revocation request in client_assertion JWT contain the correct value of 'sub' parameter,"The Revocation request is taken, the JWT Token in the client_assertion parameter base64url decoded and the presence of the 'sub' parameter is checked. If it missing, than the RP is not compliant with the specifications. It must be a Uniquely identifies the RP.",OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | sub,Entity Configuration response RP | body | [^\r\n]* | payload | sub | saved_sub,An RP doing a Revocation Request must insert sub in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-aud-removal,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Revocation response-BODY_client_assertion-sub-removal,Revocation request,Revocation response to a request without sub in client_assertion,Revocation request without sub in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests without the sub parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) without the sub parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | sub |  | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert sub in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-sub-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Revocation response-BODY_client_assertion-sub-change,Revocation request,Revocation response to a request with wrong sub in client_assertion,Revocation request with wrong sub in client_assertion,Compliant if the revocation response is an HTTP 400 because invalid_request. Not Compliant otherwise,JWT Response,Wrong Input,Revocation response,Does the OP refuse revocation requests with a wrong sub parameter in the client_assertion,A revocation request is made with a client_assetion parameter (JWT) with a wrong sub parameter in it. The response is analyzed; the OP should refuse it,OP,Revocation request | body | (?<=client_assertion=)([^&]+) | payload | sub | abc | X_key_core_RP,Revocation response | head | 400 | body | invalid_request,An RP doing a Revocation Request must insert sub in the client_assertion,SPID_CIE_OIDC#Token-Endpoint-Request; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#request,OIDC Core,,OP-Revocation response-BODY_client_assertion-sub-presence,Active,H,"If the message flow is interrupted due to an error, even without specifying the exact code, it's not a major issue.",,,,,,,,FALSE,x,,yes,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-aud-value,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload has the aud parameter set to the UserInfo endpoint, not Compliant otherwise",/ manual: check parameter,Correct Input,Token response,Does the issued JWT Access Token contain a correct 'aud' parameter,The Access Token present in the Token Response is analyzed and the value of the 'aud' parameter in the Payload should contain the UserInfo endpoint.,OP,,"Token response | body | (?<=\""access_token\"": \"")[^\""]+ | payload | aud[?(@ =~ /.*\/userinfo.*/)]",The JWT Access Token Payload requires the aud parameter and it must contain the UserInfo endpoint.,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Active,M,Missing parameter,,,,,,"3.4.6, 3.4.7",,TRUE,,,yes,s1,E,Problema implementazione,P,F,failed,"Non è presente il path completo, solo /oidc/op/userinfo"
x,OP-Token response-BODY_access_token-PAYLOAD-scope-presence,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the scope parameter and its value matches the value in the authentication request, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT Access Token contain the 'scope' parameter in the Payload,The Access Token present in the Token Response is analyzed and the presence of the 'scope' parameter in the Payload is checked,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload | scope",The JWT Access Token Payload requires the scope parameter. It MUST match the value in the authentication request.,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,M,Missing parameter,,,,,,,,FALSE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-scope-value,Access Token Payload,Token response,Trigger Token response,"Compliant if the scope parameter value in the JWT Access Token Payload matches the value in the authentication request, not Compliant otherwise",Param Check-Save to JWT,Correct Input,Token response,Does the issued JWT Access Token contain a correct 'scope' parameter in the Payload,"The Access Token present in the Token Response is analyzed and the 'scope' parameter in the Payload is checked, in particular, its value MUST match the value in the authentication request.",OP,Authentication request | url | scope | auth_scope,"Token response | body | (?<=""access_token"": "")[^""]+ | payload | scope",The JWT Access Token Payload requires the scope parameter. It MUST match the value in the authentication request.,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Active,M,Mismatch of parameter,,,,,,,,FALSE,,,no,s1,E,,P,P,passed,
x,OP-Token response-BODY_access_token-PAYLOAD-iat-presence,Access Token Payload,Token response,Trigger Token response,"Compliant if the JWT Access Token Payload contains the iat claim, not Compliant otherwise",JWT parameter presence,Correct Input,Token response,Does the issued JWT Access Token contain the 'iat' parameter in the Payload,The Access Token present in the Token Response is analyzed and the presence of the 'iat' parameter in the Payload is checked.,OP,,"Token response | body | (?<=""access_token"": "")[^""]+ | payload | iat",The JWT Access Token Payload requires the iat parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Passive,M,Missing parameter,,,,,,"3.4.8, 3.4.9, 3.4.10",,TRUE,,,no,s1,E,,P,P,passed,
